text,valence,arousal,dominance,emotion_label,source
"One time I let this guy crash on my couch. He seemed like a nice guy, but he took advantage of me. I found out he was eating all my food and stealing money from my room. PLAYER: You ever have a situation where you help someone out and just end up regretting it? NPC: yes, that is always a hard situation.",0.68,0.38,0.58,trusting,empathetic
"An old friend wanted to get together. It would have been fun, but he is a guy and I knew it would bother my husband so I didn't meet him.  PLAYER: An old friend wanted to get together. IT was a guy, and he was someone I was involved with. I knew it would bother my husband so I didn't meet with him. NPC: That's the best decision. I know mine wouldn't either. If he is a good guy, he will understand.",0.72,0.45,0.68,faithful,empathetic
I have to go to the dentist really soon. One of my teeth are very sensitive lately. I don't want to go. PLAYER: I have to go to the dentist really soon. One of my teeth are really sensitive lately. NPC: It is definitely good to get that looked at right away. Then they can take care of it!,0.15,0.72,0.28,anxious,empathetic
I made a news years resolution to meditate every day and I have kept it for the most part. PLAYER: I have meditated nearly every day this year. It was my new years resolution. NPC: Nice! Did it help you become less stressed?,0.72,0.45,0.68,faithful,empathetic
"I remember at scout camp we had to do a trust fall exercise where one person would fall and the rest of the troop would catch them.  PLAYER: Wow, I'm not sure if I could do that. Did you feel scared? NPC: Scared of what",0.68,0.38,0.58,trusting,empathetic
I am always satisfied with whatever i have PLAYER: I dont like borrowing from people NPC: Why is that?,0.68,0.25,0.58,content,empathetic
I thought my son was capable of cleaning the kitchen. Apparently I was wrong. PLAYER: I asked my son to clean the kitchen. He left dirty dishes in the sink and garbage on the counter. NPC: Oh thats not good..sometimes teenagers can be alittle messy,0.68,0.38,0.58,trusting,empathetic
"One time I was on a ride at a theme park and the ride stopped in midair. I was so scared, but I believed that help would arrive and I knew the rescuers would save us. They showed up and we were all good. PLAYER: Do you like theme park rides? I used to enjoy them a lot, but one time my ride got stuck. NPC: I think theme park rides are scary! Was it scary when you were stuck?",0.72,0.45,0.68,faithful,empathetic
"My nephew was so sweet and adorable. I just wanted to hug him and spend time with him. He was the first child in the family for a long time, so it was special.  PLAYER: When he was little, my nephew was so adorable. He was the first child in the family for a long time, and he was so cute. I loved to spend time with him. NPC: Awww, you're speaking fondly on when he was young. Is he not as nice anymore?",0.5,0.5,0.5,caring,empathetic
"Working as a nurse, there are many times when I have been worried about my patients. Sometimes when a patient is just starting to get seriously ill, there are not any obvious signs, but my intuition is almost always correct. PLAYER: Intuition can be a key tool to a seasoned nurse. NPC: I suppose, but research and concrete knowledge is more beneficial as it is a very hands on and physical occupation, especially when the health of others are in their hands.",0.18,0.58,0.35,apprehensive,empathetic
Dog greeting me at the door whenever I get home PLAYER: It's always such a great feeling whenever I get home and my dog is there waiting for me at the door ready to greet me. NPC: Dogs are wonderful pets. They are so loving and devoted. What kind of dog do you have?,0.5,0.5,0.5,caring,empathetic
"When my husband and I were younger and our children were small, we were on really tight budget. One day at church, when it was time to give out tithe, I knew we had only about $40 in our bank account. I wrote a check for $40. I put my faith in God to carry us. Within a few days, I received an unexpected care package from my mother, which included some cash. PLAYER: Hi, I want to tell you about one time my faith was tested. Have you ever had a time when you had to just put your faith in God? NPC: all the time I am not sure I believe in God",0.72,0.45,0.68,faithful,empathetic
"my cat just recently died and I am very shaken up about it. PLAYER: my cat just recently died and I am very shaken up about it. NPC: Oh, I am so sorry! I am an animal lover, too. We have two dogs now, but used to have cats, too. We did have to say goodbyes to some of our pets over years. It's heart breaking...",0.58,0.42,0.45,sentimental,empathetic
We went over my grandma's house for the holidays. I loved being with my relatives. The cooking was divine. I felt so happy.  PLAYER: We went over my grandmother's house one holiday. Everyone was spending quality time together and cooking and it was just so special. NPC: Was it a holiday?,0.68,0.25,0.58,content,empathetic
Someone I know lost an expensive phone. She told me about it and started crying. PLAYER: My friend lost an expensive phone. NPC: Oh no! That is so frustrating.,0.58,0.42,0.45,sentimental,empathetic
When I joined the army I was really nervous.  PLAYER: I joined the Army when I was 18 because I didn't know what else to do. I was so nervous! NPC: I am sure you were.  Was boot camp really hard,0.18,0.58,0.35,apprehensive,empathetic
My boss called me into his office without giving me a reason.  PLAYER: Ugh. My boss called me into his office today...and he didn't even give a reason. NPC: Oh wow. I would hate that. What ended up being the issue?,0.18,0.58,0.35,apprehensive,empathetic
My mom became very ill and was in a lot of pain. She had to be hospitalized. PLAYER: My mom became very ill recently and had to be hospitalized. NPC: Oh no -- how is she feeling now?,0.08,0.58,0.12,devastated,empathetic
I worked so hard on the science project I was so upset when I didn't get first place. I thought I deserved it! PLAYER: I worked so hard on my science project in school. I thought I was going to get first place. I didn't and was so upset. NPC: What a bummer! What place did you end up getting?,0.08,0.58,0.12,devastated,empathetic
Once when i was young and i didn't know how to swim I jumped in the pool knowing my dad was watching me. PLAYER: One time when i was young and i didn't know how to swim I jumped in the pool knowing my dad was watching me. NPC: Did you get hurt or drown a bit?,0.68,0.38,0.58,trusting,empathetic
Last week I was cooking dinner. I dropped a hotdog on the floor. No one saw it so I fed it to my child. PLAYER: Last week I was cooking dinner. I dropped a hotdog on the floor and ended up giving it to my child. NPC: I sure hope the hot dog was fit to eat,0.18,0.62,0.32,guilty,empathetic
"I told a very secret story to my husband and It made me feel good that after 12 years he has never told anyone about it.  It made me feel as though he was true to his word, to me. PLAYER: My husband is very trustworthy, he's good at keeping a secret when asked to NPC: That's really good you guys can trust eachother like that. That helps make you both grow in the relationship.",0.68,0.38,0.58,trusting,empathetic
"I wish to be at my friend's birthday tomorrow PLAYER: I as not invited for unknown reasons,but i wish to be there NPC: Where were you not invited to?",0.65,0.62,0.58,anticipating,empathetic
"I crashed my parents car when I was in high school and tried to lie about it. I ended up admitting to it but the time I spent trying to cover it up was excruciating. PLAYER: When I was in high school I borrowed my parents car, and got into an accident. Of course like most human teenagers I tried to cover it up but they found out. NPC: Hey,were you injured?",0.18,0.62,0.32,guilty,empathetic
"When my daughter was born, I didnt want to sleep. I wanted to sit and watch her sleep. PLAYER: My husband used to tell me to go to sleep at night when my daughter was born. I didn't want to go to sleep because I didn't want to miss a moment with her. NPC: Aww that is so sweet.  I completely understand why!  Oh and thank you for your apology but I am truly content and have accepted it.",0.58,0.42,0.45,sentimental,empathetic
I have had a job working out of town the last  3 years. Once before I left  the money with my girlfriend to pay the water bill. PLAYER: I have a job that requires me to work out of town. NPC: Sounds like a fun one to me. Are you happy there?,0.68,0.38,0.58,trusting,empathetic
I don't like envious people PLAYER: They don't make do with what they have NPC: who is that?,0.22,0.68,0.48,jealous,empathetic
When my dog greets me at my door PLAYER: There is no better feeling than being greeted at the door by your dog NPC: Thats always a good feeling. I bet you are excited to come home everyday.,0.68,0.25,0.58,content,empathetic
This weekend I get to go to the beach. I haven't been in a long time. It one of my favorite places to go. PLAYER: This weekend i'm going to the beach. It's been so long! NPC: I hope you have a good time and you enjoy it.,0.88,0.72,0.75,joyful,empathetic
"My brother had to go out of town with his family to a funeral lst month.He asked me to take care of his house plant for him and I said yes, but after he left I got so caught up in myself i forgot to water his plants and they all died. PLAYER: My brother went out of town last month and asked me if I would water his plants for him while he was away. NPC: Did you do it? How far does he live from you?",0.12,0.45,0.18,ashamed,empathetic
"I mistakenly stepped on someone without saying sorry,  and she got furious , people attacked me,  I felt so bad PLAYER: Oh yes,  it was an embarrassing moment NPC: What happend?",0.12,0.45,0.18,ashamed,empathetic
"I applied for a barista job recently and wasn't sure I would get the job. I was very nervous waiting for the call. PLAYER: Hi! So recently I applied for this barista job. I've been waiting forever for them to get back to me! NPC: They haven't called you back yet? I hate when that happens, they make you wait by the phone on pins and needles!",0.18,0.58,0.35,apprehensive,empathetic
My neighbor keeps backing into my mailbox! I've gotten the police involved but they won't do anything about it. He's so nonchalant about it too. PLAYER: So I've been having an issue with my neighbor. It's not super hairy yet but it could be. They constantly back into my mailbox on their way out almost every day. NPC: Oh my gosh! Have they broken it? That would drive me nuts.,0.12,0.79,0.58,angry,empathetic
"I use to work on a farm that required me to do a lot of different things. On on day in particular my boss asked me to stick my hand up a cows rear end to check if it was pregnant. PLAYER: I remeber once I had a job where I worked on a farm. I did a lot things their I had never done before in my life. NPC: Wow that sounds intriguing, what new things did you try?",0.18,0.58,0.35,apprehensive,empathetic
"When I see how quickly my son is growing, it makes me appreciate the time I have with him. I want to make the most of it. PLAYER: I have a son who's 8 months old! I get so nostalgic about how quickly time has passing, and it hasn't even been a year! NPC: Yeah, it's crazy how each year seems to go by faster than the last too, having kids must be surreal",0.58,0.42,0.45,sentimental,empathetic
"When my son was born I'd never felt so much concern for another person. I would move mountains for him. PLAYER: I recently had a baby! It was such an incredible feeling seeing his face for the first time. NPC: Wow, congrats, what did you end up naming him?",0.5,0.5,0.5,caring,empathetic
We are temporarily moving soon. I'm so excited! PLAYER: Hi! I'm so excited! My husband and I decided to temporarily relocate to Arizona this winter! NPC: sounds exciting. I always wanted to leave my were I was originally from so I could experience and see new things,0.65,0.62,0.58,anticipating,empathetic
"Once I pulled into my drive way and saw that my dog was off the chainand had gotton out of our yard. Something told me to get the dog and put it back on the chain our it was going to end up ran over , well I didn't listen and sure enough my dog was hit by a car shortly afterward and was dead. PLAYER: have you ever had a felling like someting bad was going to happen .Then ignored your instincts? NPC: Oh definitely. Why did you?",0.08,0.58,0.12,devastated,empathetic
I just got a new dress for a wedding! It made me feel so good to wear it. I felt like a star. PLAYER: Hey dude! I'm so pumped. I just got a beautiful new dress for my friend's wedding. NPC: It's always fun to get new clothes! Is the wedding soon?,0.75,0.55,0.78,confident,empathetic
"My husband was offered a job in Hawaii. It is our very favorite place, but it is very expensive to live there. We also had no friends or family lived in Hawaii. It was a bit nervy but we did decide to move there. PLAYER: Hi, a few years ago, my husband got a job offer in Hawaii. We LOVE Hawaii, but we didn't know anyone there and you know how expensive it is to live there. We really had to think about that move... NPC: Sounds like a real hard decision. I would be very apprehensive as well.",0.18,0.58,0.35,apprehensive,empathetic
my friend joined the airforce and became an air traffic controller. Then she got out and became a detective. I'm so proud of her. PLAYER: my friend joined the airforce and became an air traffic controller. NPC: That sounds like some good work experience. How long is he in.,0.72,0.62,0.58,impressed,empathetic
"I was once propositioned to go on a date by a man that knew I was married.  I was not interested in cheating on my husband, and I told him so. PLAYER: A guy asked me on a date one, knowing I was married.  I denied, of course, but was shocked that he didn't care that I was in a monogamous relationship. NPC: That's the worst. I wonder if he was trying to prove something.",0.72,0.45,0.68,faithful,empathetic
"When I went in for my first professional interview, I was ready for anything. I practiced interview questions, had a great resume, and a pretty snazzy outfit. PLAYER: I had my first professional interview recently! NPC: congrats, how did you handle the pressure?",0.62,0.48,0.75,prepared,empathetic
Time goes by so fast when you have a baby. It makes you long for stages in their growth that are already over. PLAYER: Do you ever feel like time is just going by way too fast? NPC: OMG! especially recently. a week seems like one day.,0.55,0.32,0.48,nostalgic,empathetic
I've been wanting to buy a massage table for a while now. My mom gave me a gift card that finally made it possible. PLAYER: I have been wanting to buy a massage table for my business. NPC: Oh really? Are you a massage therapist?,0.75,0.45,0.52,grateful,empathetic
"Recently my friend sent me a text message that was pretty mean. I was really hurt and angry. PLAYER: Hey. How are you? NPC: I'm good, what's up?",0.12,0.92,0.52,furious,empathetic
I made a new friend in the town I moved to. It was the first time I felt like I might fit in here. PLAYER: I just moved to a new town recently and I finally made a new friend! I was starting to feel really lonely so it's nice to feel like I might fit in. NPC: Way to go! If it makes you feel better I would be your friend if I was there,0.68,0.48,0.62,hopeful,empathetic
My husband's cat pooped and peed in the bathtub today. Why. PLAYER: So! My husband's cat pooped and peed in the bathtub today. That was rough. NPC: Hope you didn't take a bath after that,0.15,0.68,0.42,disgusted,empathetic
My friend moved away to Brazil. I was really hoping she'd stay here. PLAYER: I'm so bummed! My best friend is moving away to Brazil. NPC: Wow Brazil? Isn't there a lot of crime there?,0.18,0.52,0.28,disappointed,empathetic
"I was baptized at 13. It felt good to make that commitment. PLAYER: When I was 13 I was baptized. In water, not milk. But if I was baptized in milk it would be whole milk. NPC: That's good, how does that make you feel",0.72,0.45,0.68,faithful,empathetic
"The day I got married was the second best day of my life! It was beautiful!  PLAYER: I just celebrated my 2 year anniversary! I've been reminiscing about my wedding a lot lately lol. NPC: Nice, too bad I wasn't invited!",0.88,0.72,0.75,joyful,empathetic
Going to rodeos is so fun! I'm always amazed at the skill it takes to barrel race. PLAYER: Hi! Have you been to a rodeo? NPC: No! I think that should be on my bucket list though.,0.72,0.62,0.58,impressed,empathetic
I don't work or go anywhere most of the time. I always feel like I'm waiting for my boyfriend to spent time with me PLAYER: I don't work or really go anywhere. I feel like I'm always waiting. NPC: What are you waiting for?,0.18,0.48,0.22,lonely,empathetic
"I recently moved to a very small town. It's been really difficult finding friends and making connections. PLAYER: Good evening! I moved to a small town recently. It's been tough. NPC: Thanks, you as well. I know how that is. give it time and things will get better.",0.18,0.48,0.22,lonely,empathetic
"I feel so far away from my family. I hardly ever talk to them anymore. I miss them. PLAYER: I feel soo far away from my family. NPC: Aw, I know how that goes. Do they visit often?",0.15,0.42,0.18,sad,empathetic
"We are relocating for my husband's work. I'm excited but scared PLAYER: I'm so excited to relocate to AZ for my husband's work (temporarily), but kinda scared! NPC: That does sound exciting! Why are you scared?",0.12,0.83,0.25,afraid,empathetic
"my cat still has his claws. He has begun scratching the chair I sit in to get my attention. He is so bad. PLAYER: Do you have any cats? NPC: Yeah I have one, but they're all over the place it seems like",0.2,0.65,0.42,annoyed,empathetic
"When I had my first born child I was so anxious and fearful about every little thing with him. I swear I would watch him sleep just in case something would go wrong, at least I would be right there. PLAYER: It was such a nerve wrecking experience when my son was first born, I really was so scared that anything could hurt him! NPC: Babies are pretty small and delicate they look like they might break at the slightest bump.",0.18,0.58,0.35,apprehensive,empathetic
"When my friend told me she was unable to have kids, I wanted her to know I was there for her. It must have been such a hard thing to go through, I could not imagine my life without my beautiful little boys. PLAYER: My friend recently told me that she couldn't have kids, I tried my hardest to be there for her NPC: Wow that would be terrible news. I can't imaged shit is taking it well.",0.5,0.5,0.5,caring,empathetic
"One night, my cats were playing and chasing a fly. All of a sudden one of them started acting weird. Then he died. He wasnt even a year old. PLAYER: One night my cats were chasing a fly in the house. All of a sudden, one of them started acting weird and then he died. He was only a kitten. I was so upset. NPC: That is horrible, I am so sorry, It is hard losing a baby animal, you are not expecting them to pass, like when you have an older sickly one",0.08,0.58,0.12,devastated,empathetic
"My life right now is so great, I would not change a thing. I have a great family and financially we are very good. PLAYER: I am so happy with my life currently, I am able to stay at home with my children and watch them grow, I would not change it for anything NPC: Ahhhh thats amazing! I stay home with my kids too! How many kids do you have?",0.68,0.25,0.58,content,empathetic
"I went out to the bar with my girlfriends recently and there were a lot of men around. I'm happily married and one guy in particular kept trying to buy me drinks. I kept telling him I just wanted to have a good time with my friends but he kept persisting. Eventually he got the hint. PLAYER: I went out to the bar recently with my girlfriends and it was kind of an annoying experience. NPC: Oh no, what happened? Did they do or say something?",0.72,0.45,0.68,faithful,empathetic
"My grandma was diagnosed with dementia. She recently moved in with my dad. I stayed with them for 2 months to help care for her. PLAYER: My grandma was diagnosed with dementia a few years ago. She recently moved in with my dad. I went and stayed with them to take care of her. NPC: I'm sorry, is it difficult to take care of her?",0.5,0.5,0.5,caring,empathetic
"I once was talking about a coworker behind his back.  It wasn't necessarily an awful conversation; but what I didn't know was that he was working in the next room with the door open.  He approached and asked what I had been saying.  I knew I was caught.  I was so disgusted with myself.   PLAYER: The other week, I was talking about a co-working of mine - okay, I was gossiping.. NPC: Hmm, how did that make you feel",0.12,0.45,0.18,ashamed,empathetic
I have never cheated on a girlfriend while we were together PLAYER: I have never cheated on a girlfriend NPC: Good to hear that you keep your word,0.72,0.45,0.68,faithful,empathetic
"I stole my money from my parents more than once and every time I did it because I needed the money badly, but I was too ashamed to ask my parents directly for the money. In the end, I couldn't look my parents or family in the eye knowing what I've done. PLAYER: I felt so ashamed the time that I took money from my parents. I couldn't look them in the eyes for weeks when I was younger. NPC: At least that shows that you have a conscience. I hope that you made it up to them.",0.12,0.45,0.18,ashamed,empathetic
"I took the kids to visit the residents at the Veterans Home. We made some special treats to take to them. PLAYER: I took the kids to visit the residents at the Veterans Home. We made some special treats to take to them. NPC: Wow, I am sure the Veterans loved it! What kind of treats did you and the kids bring to them?",0.5,0.5,0.5,caring,empathetic
"I really wanted to go Christmas shopping, so I called in sick to work... PLAYER: I called in sick to work, so I could go Christmas shopping...they were having a great sale at the mall. NPC: Wow that is some really early christmas shopping. you must like to plan ahead.",0.12,0.45,0.18,ashamed,empathetic
I made a big pot of Vegetable soup. After eating a big bowl I was completely satisfied and just wanted to nap in my chair. PLAYER: I made a big pot of Vegetable soup. After eating a big bowl I was completely satisfied and just wanted to nap in my chair. NPC: I love vegetable soup. So were you able to enjoy your nap ?,0.68,0.25,0.58,content,empathetic
"Last year my girlfriend asked me if I was ok with how life was turnig out for us. I stop and thought about how things use to be what we had hope for and how things are now, I looked at her smiled and replied I "" I am "". PLAYER: My girlfriend is always worrying if I am as happy thought I would be after we decided to go from just good friends to be in a relationship with each other.  I always am honest and tell her the same thing. NPC: Sounds like she has some underlying issues with trust. You may want to sort it all out before you get too involved.",0.68,0.25,0.58,content,empathetic
"I asked my friend if I could use their car. I was trying to travel out of town for a couple of days and my car was at the dealership getting repaired. I knew my friend for at least 5 years and they were not hesitant to lend me their car. Right away, they gave me the keys to the car. PLAYER: My friend recently lended me their car so I can go out of town NPC: That was nice of them. Did you have any problems with their car?",0.68,0.38,0.58,trusting,empathetic
"My nephew's car broke down last month and he needs a car to get to work.  His money is tight because he's getting married in the fall and can't really afford to rent a car for a week and a half, so I loaned him mine.  I know he'll take care of it. PLAYER: When my nephew's car broke down and I loaned him my car, I know that he'll be careful with it. NPC: Well at least you can trust him to be careful.  I dont think I would be able to trust my nephew as he is only 18 and not very responsible yet.",0.68,0.38,0.58,trusting,empathetic
"We saw a driver throw out a little kitten out of a window We picked up the kitten and brought him home. He's been out pet since then and is a great cat. PLAYER: Long time ago, we saw a driver throw a kitten out of his car window. We picked him up and brought him home. NPC: That's so nice of you, I would have chased down the car, but you did the right thing",0.5,0.5,0.5,caring,empathetic
My husband has a job interview coming up and we are really hoping he will get the job. It'll be a really nice job for him and it pays well too. PLAYER: My husband has a job interview coming up and we re really hoping he'd get the job. NPC: What kind of job is it?   I will keep my fingers crossed he gets it!,0.65,0.62,0.58,anticipating,empathetic
"I had my eye on a pretty new shirt that I wanted to get. My sister got it and it looked great on her. I was so envious. PLAYER: I had my eye on a pretty new shirt that I wanted to get. My sister got it and it looked great on her. I was so envious. NPC: oh wow i am glad she was happy, why were you nervous?",0.22,0.68,0.48,jealous,empathetic
My friend is on her third vacation this year and now she's on a cruise. I have not been on any vacation this year. PLAYER: My friend is on her third vacation this year and now she's on a Hawaii cruise! NPC: Boy o-boy bet she is having the time of her life. How many vacations have you taken this year?,0.22,0.68,0.48,jealous,empathetic
"I invited a girl over to my house for dinner that I had a crush on for years. When I served her at the table I handed her a folded napkin when she unfolded it a live cock roach fell onto the table.  PLAYER: Have you ever invited someone over for dinner that you liked a whole lot? Well I have and it didn't go to well. NPC: Oh, no! What happened?",0.15,0.55,0.22,embarrassed,empathetic
once i pooped my pants at walmart PLAYER: once i pooped my pants at walmart NPC: Were you able to get out of there without anybody noticing or did you die from embarssment?,0.15,0.55,0.22,embarrassed,empathetic
I was on the edge of my seat watching the local election results. I was hoping my candidate would win. PLAYER: I was on the edge of my seat watching the local election results. I was hoping my candidate would win. NPC: where you disappointed?,0.65,0.62,0.58,anticipating,empathetic
The weather forecast called for tropical storm force winds. I made sure that I checked the yard for loose items. PLAYER: The weather forecast called for tropical storm force winds. I made sure that I checked the yard for loose items. NPC: Where do you live?,0.62,0.48,0.75,prepared,empathetic
I got caught by the train and it made me late for work. I was so mad. PLAYER: I got caught by the train and it made me late for work. I was so mad. NPC: maybe go earlier later?,0.12,0.92,0.52,furious,empathetic
"When my girlfriend cheated on me i let her go and i didn't do anything PLAYER: it sucked i was heartbroken but i let her go NPC: ... im sorry, how did it happen",0.72,0.45,0.68,faithful,empathetic
"I knew my wife's family would help with the money for our marriage. PLAYER: I knew my wife's family would help us financially for our marriage, turns out it was right, I appreciate it so much. NPC: Nice! The married life is expensive",0.68,0.38,0.58,trusting,empathetic
"I was supposed to order some items online, but got distracted and never made the order. PLAYER: There was a time when I really messed up. NPC: Oh! What happened?",0.12,0.45,0.18,ashamed,empathetic
"I behaved immature during the fight lately and lied, later on I felt remorse. PLAYER: I behaved immature during the fight lately and lied, later on I felt remorse. NPC: That sounds awful. Who was it you wronged?",0.12,0.45,0.18,ashamed,empathetic
"I recently quit my job without having another job lined up.  My friends and family encouraged me to quit because of the environment I was in.  I'm going to attempt to do work-at-home gigs while I figure stuff out.  It's scary, but I'm trying to remain optimistic that this was the right thing and everything will work out. PLAYER: I quit my job without having another one lined up.  I'm hopeful and optimistic that I will be okay and that this was the right choice. NPC: I'm sure you will be able to get another one fairly quickly!",0.68,0.38,0.58,trusting,empathetic
I really believed my boyfriend when he told me that he loved me. PLAYER: I don't know why my boyfriend lied to me about seeing another woman. I thought he loved me. NPC: Do you think it's possible that he does still love you and also made a horrible mistake?,0.68,0.38,0.58,trusting,empathetic
I felt embarrassed when I went into a boys' bathroom PLAYER: really shameful was that I would be the same as I would happen the same NPC: what do you mean?,0.12,0.45,0.18,ashamed,empathetic
"My son went on a field trip at school.  I had no change, so I had to give him a $20.  I was nervous he would spend it all or lose it. PLAYER: Don't you hate it when you are not sure you can trust someone? NPC: yes i do, that's why i only trust one person, my wife",0.68,0.38,0.58,trusting,empathetic
"I let a stranger borrow my cellphone to make a phone call, but he ended up dashing off with my phone. PLAYER: Hey, guess what, you will not believe what just happened to me. NPC: What happened to you?",0.68,0.38,0.58,trusting,empathetic
"Lately I was sharing memories with my wife from before we got married and it was heartwarming. PLAYER: Lately I was sharing memories with my wife from before we got married and it was heartwarming. NPC: Awwe that is so sweet, how did you two meet?",0.58,0.42,0.45,sentimental,empathetic
"I remember when I was younger, our teachers would provide us with pancakes every Tuesday. I miss those days. PLAYER: I miss the good old days when we would be given pancakes on Tuesdays at school. I loved pancake Tuesdays. NPC: Mmm that sounds delicious. There is always time to make pancake Tuesdays at home!",0.18,0.58,0.35,apprehensive,empathetic
"I was scared to skydive, but the instructor reassured me with his 15 years of experience.  PLAYER: Have you ever tried skydiving before? NPC: I haven't, but it's definitely on my bucket list!",0.68,0.38,0.58,trusting,empathetic
"When I was younger, I went through sort of a rebellious phase. Wound up taking my mom's car for a joyride.  PLAYER: How old were you the first time you ever drove a vehicle? NPC: I believe I was fifteen. I drove a soccer mom van!",0.12,0.45,0.18,ashamed,empathetic
"I am so devastated we lost out house to the forest fire.  PLAYER: I let a stranger borrow my cellphone to make a phone call, but he ended up dashing off with my phone NPC: Oh no! I would have been furious! Were you able to catch him?",0.08,0.58,0.12,devastated,empathetic
I went out without my boyfriend and did not get any numbers PLAYER: I went out with the girls and didn't cheat on my bf NPC: Oh okay.... was that even a temptation to begin with?,0.72,0.45,0.68,faithful,empathetic
I've been anxious because I think my new landlords don't approve of dogs in the house I'm renting and I have a dog! PLAYER: I've been anxious because I think my new landlords don't approve of dogs in the house I'm renting and I have a dog! NPC: Oh no that is awful! It is against the law where I live to ban animals from the house. So legally I am allowed to have a pet even if the contract says no pets allowed.,0.18,0.58,0.35,apprehensive,empathetic
"My mother has been diagnosed with diabetes, so I have been taking care of her diet. PLAYER: My mother has been diagnosed with diabetes, so I have been taking care of her diet. I am worried about her health NPC: I'm so sorry to hear that. I hope she'll be doing good, she is very lucky to have someone taking care of her.",0.5,0.5,0.5,caring,empathetic
I dropped soda loudly in the library PLAYER: The spilled soda echoed so loudly  in the library it was embarrasing NPC: Oh no! Hopefully you didn't get too many nasty stares!,0.12,0.45,0.18,ashamed,empathetic
"A coworker of mine was asking me questions about an argument that happened between me and another coworker and I told her what was the problem and then we talked a bout it, I thought she was concerned because I seemed upset but the next day she started  telling everyone to make me look like a bad perso.n PLAYER: I'm so annoyed, a coworker of mine was asking me questions about an argument that happened between me and another coworker and I told her what was the problem and then we talked a bout it, I thought she was concerned because I seemed upset but the next day she started telling everyone to make me look like a bad person NPC: I've had a similar experience with a gossiping coworker. It made the workplace such an uncomfortable environment!",0.68,0.38,0.58,trusting,empathetic
"When moving out of my old family home, I came across a few bags of stuffed animals I had as a kid. Probably 20 animals total.  PLAYER: When moving out of my old family home, I came across a few bags of stuffed animals I had as a kid. Probably 20 animals total. NPC: wow that sure is a lot of stuffed animals, did you play with toys alot at a kid?",0.58,0.42,0.45,sentimental,empathetic
"I am so happy, my son has just got into med school! PLAYER: I am so happy, my son has just got into med school! NPC: That's very exciting! I'm sure he put a lot of work towards that.",0.68,0.25,0.58,content,empathetic
"Few years earlier, I heard that one of my close friends were talking negatively about me but I did not beleieve that. I continued spending good time with him PLAYER: Few years earlier, I was almost going to end a frienship with my frind after hearing that he was talking bad things about me. It was a bad experience after all. Sometimes I share that experience with you guys NPC: did  you end up ending the friendship?",0.72,0.45,0.68,faithful,empathetic
I am looking forward to my wedding date! PLAYER: I am looking forward to my wedding date! Of course you are also invited! :) NPC: Oh that is definitely something to be excited about!,0.65,0.62,0.58,anticipating,empathetic
"I tripped over my foot and landed face first in front of a group of hot jocks. I am so embarrassed! PLAYER: I tripped over my foot and landed face first in front of a group of hot jocks. I am so embarrassed! NPC: that must have been so painful, don't get embarrassed it happens to everyone, people fart in public transports, people fall and rip their jeans, people cry over stupid things, it's a totally normal thing",0.15,0.55,0.22,embarrassed,empathetic
I trust my best friend to keep my cash at her house PLAYER: My best friend is  keeping all of my life's savings at her house NPC: Was that your idea? Why did you decide to do that?,0.68,0.38,0.58,trusting,empathetic
"My grandfather passed away, and when I found out it had already been several weeks after the funeral happened. PLAYER: My grandfather passed away, and when I found out it had already been several weeks after the funeral happened. NPC: My condolences to you. Will you be able to visit his gravesite?",0.08,0.58,0.12,devastated,empathetic
I saw my boyfriend with another girl yesterday and they were sitting shoulder to shoulder next to each other!  PLAYER: I saw my boyfriend with another girl yesterday and they were sitting shoulder to shoulder next to each other...it made me so jealous NPC: I hope that nothing came of it though.,0.22,0.68,0.48,jealous,empathetic
I know I can pass my calculus test today! PLAYER: I know I can pass my calculus test today! NPC: Great confidence! what do you anticipate your grade to be,0.72,0.45,0.68,faithful,empathetic
I am totally going to win first place tomorrow in the biology contest!  PLAYER: I am totally going to win first place tomorrow in the biology contest! I studied for months for this! NPC: That's great! good luck,0.75,0.55,0.78,confident,empathetic
My mom passed away PLAYER: My mom passed away it's still so hard NPC: I a so sorry to hear that. How are you coping with your loss?,0.08,0.58,0.12,devastated,empathetic
I have all my ingredients ready for the baking contest tomorrow! I am so excited to cook against high class chefs PLAYER: I have all my ingredients ready for the baking contest tomorrow! I am so excited to cook against high class chefs NPC: You sound prepared for it! Im sure you have practiced.,0.62,0.48,0.75,prepared,empathetic
Giving a friend access to my car thinking he'd take good car of it PLAYER: Hi Bob NPC: Hey what is up?,0.68,0.38,0.58,trusting,empathetic
"I am so mad, my dog ate my homework that I spend 2 hours on, so now I have to redo the whole thing!  PLAYER: I am so mad, my dog ate my homework that I spend 2 hours on, so now I have to redo the whole thing! NPC: Oh no, that's terrible, what are you going to do?",0.12,0.92,0.52,furious,empathetic
I have been married to my husband for 40 years and still love him with all my heart PLAYER: I have been married to my husband for 40 years and still love him with all my heart NPC: That's great I always love to hear about happy couples. Too much bad news in the world.,0.72,0.45,0.68,faithful,empathetic
"Two days ago would have been the 50th wedding anniversay of my first wife and I.  She dies twelve years ago.  Reflecting on my relationship with her I feel bad about the way I treated her on many occasions.  I could have been a more honorable man. PLAYER: Hello NPC: Hi there, how're you?",0.12,0.45,0.18,ashamed,empathetic
